dataset,plate,well,reaction_vol_mL,PET_loading_mg,solids_loading_wtpercent,enzyme_loading_ug,mg_enzyme_per_g_PET,nM_enzyme,substrate,temperature_c,pH,A260,A280,A300,dilution,mM_product,ug_per_mL_product_avgTPAMHET,mg_TPAeq,percent_depolymerization,mM_product_per_mg_enzyme,mmol_product_per_mg_enzyme,umol_product_per_mg_enzyme,mg_TPAeq_per_mg_enzyme,nmol_product_per_nM_enzyme,source_well,sample_id
P740 ESM,plate1,3B-E6,0.5,3.5,0.7,5,1.43,242.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2,ESM012
P740 ESM,plate1,1A-E9,0.5,3.5,0.7,5,1.43,242.0,cryPow,40,6.5,1.03,0.28,0.06,,0.19,35.06,0.02,0.51,37.27,0.019,19.0,3.1,0.39,C2,ESM012
P740 ESM,plate1,1B-E9,0.5,3.5,0.7,5,1.43,242.0,cryPow,40,6.5,1.36,0.37,0.08,,0.24,46.03,0.02,0.67,48.94,0.024,24.0,4.07,0.5,C2,ESM012
P740 ESM,plate1,3A-E9,0.5,3.5,0.7,5,1.43,242.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2,ESM012
P740 ESM,plate1,3B-E9,0.5,3.5,0.7,5,1.43,242.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2,ESM012
P740 ESM,plate1,1A-E12,0.5,3.5,0.7,5,1.43,242.0,cryPow,40,7.5,1.19,0.33,0.07,,0.21,40.24,0.02,0.59,42.78,0.021,21.0,3.55,0.43,C2,ESM012
P740 ESM,plate1,1B-E12,0.5,3.5,0.7,5,1.43,242.0,cryPow,40,7.5,1.22,0.33,0.06,,0.22,41.43,0.02,0.6,44.04,0.022,22.0,3.66,0.45,C2,ESM012
P740 ESM,plate1,3A-E12,0.5,3.5,0.7,5,1.43,242.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2,ESM012
P740 ESM,plate1,3B-E12,0.5,3.5,0.7,5,1.43,242.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C2,ESM012
P740 ESM,plate1,2A-G1,0.5,3.5,0.7,5,1.43,240.0,aFilm,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,2B-G1,0.5,3.5,0.7,5,1.43,240.0,aFilm,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,4A-G1,0.5,3.5,0.7,5,1.43,240.0,aFilm,60,4.5,0.0,0.0,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,4B-G1,0.5,3.5,0.7,5,1.43,240.0,aFilm,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,2A-G4,0.5,3.5,0.7,5,1.43,240.0,aFilm,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,2B-G4,0.5,3.5,0.7,5,1.43,240.0,aFilm,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,4A-G4,0.5,3.5,0.7,5,1.43,240.0,aFilm,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,4B-G4,0.5,3.5,0.7,5,1.43,240.0,aFilm,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,2A-G7,0.5,3.5,0.7,5,1.43,240.0,aFilm,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,2B-G7,0.5,3.5,0.7,5,1.43,240.0,aFilm,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,4A-G7,0.5,3.5,0.7,5,1.43,240.0,aFilm,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,4B-G7,0.5,3.5,0.7,5,1.43,240.0,aFilm,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,2A-G10,0.5,3.5,0.7,5,1.43,240.0,aFilm,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,2B-G10,0.5,3.5,0.7,5,1.43,240.0,aFilm,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,4A-G10,0.5,3.5,0.7,5,1.43,240.0,aFilm,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,4B-G10,0.5,3.5,0.7,5,1.43,240.0,aFilm,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,1A-G1,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,1B-G1,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,3A-G1,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,3B-G1,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,4.5,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,1A-G4,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,1B-G4,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,3A-G4,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,3B-G4,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,1A-G7,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,1B-G7,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,3A-G7,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,3B-G7,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,1A-G10,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,1B-G10,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,3A-G10,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,3B-G10,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,7.5,0.0,0.0,0.06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,ESM013
P740 ESM,plate1,5A-G1,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E2,ESM014
P740 ESM,plate1,6A-G1,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E2,ESM014
P740 ESM,plate1,5A-G4,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E2,ESM014
P740 ESM,plate1,6A-G4,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E2,ESM014
P740 ESM,plate1,5A-G7,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E2,ESM014
P740 ESM,plate1,6A-G7,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E2,ESM014
P740 ESM,plate1,5A-G10,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E2,ESM014
P740 ESM,plate1,6A-G10,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E2,ESM014
P740 ESM,plate1,5A-B2,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,4.5,0.0,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F2,ESM015
P740 ESM,plate1,6A-B2,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F2,ESM015
P740 ESM,plate1,5A-B5,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F2,ESM015
P740 ESM,plate1,6A-B5,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F2,ESM015
P740 ESM,plate1,5A-B8,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,6.5,0.0,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F2,ESM015
P740 ESM,plate1,6A-B8,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F2,ESM015
P740 ESM,plate1,5A-B11,0.5,3.5,0.7,5,1.43,240.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F2,ESM015
P740 ESM,plate1,6A-B11,0.5,3.5,0.7,5,1.43,240.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F2,ESM015
P740 ESM,plate1,7A-E2,0.5,3.5,0.7,5,1.43,338.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H2,ESM017
P740 ESM,plate1,7A-E5,0.5,3.5,0.7,5,1.43,338.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H2,ESM017
P740 ESM,plate1,7A-E8,0.5,3.5,0.7,5,1.43,338.0,cryPow,40,6.5,0.64,0.0,0.03,,0.11,21.61,0.01,0.32,22.98,0.011,11.0,1.91,0.16,H2,ESM017
P740 ESM,plate1,7A-E11,0.5,3.5,0.7,5,1.43,338.0,cryPow,40,7.5,1.86,0.5,0.11,,0.33,62.9,0.03,0.92,66.88,0.033,33.0,5.56,0.49,H2,ESM017
P740 ESM,plate1,2A-A3,0.5,3.5,0.7,5,1.43,245.0,aFilm,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,2B-A3,0.5,3.5,0.7,5,1.43,245.0,aFilm,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,4A-A3,0.5,3.5,0.7,5,1.43,245.0,aFilm,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,4B-A3,0.5,3.5,0.7,5,1.43,245.0,aFilm,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,2A-A6,0.5,3.5,0.7,5,1.43,245.0,aFilm,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,2B-A6,0.5,3.5,0.7,5,1.43,245.0,aFilm,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,4A-A6,0.5,3.5,0.7,5,1.43,245.0,aFilm,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,4B-A6,0.5,3.5,0.7,5,1.43,245.0,aFilm,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,2A-A9,0.5,3.5,0.7,5,1.43,245.0,aFilm,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,2B-A9,0.5,3.5,0.7,5,1.43,245.0,aFilm,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,4A-A9,0.5,3.5,0.7,5,1.43,245.0,aFilm,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,4B-A9,0.5,3.5,0.7,5,1.43,245.0,aFilm,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,2A-A12,0.5,3.5,0.7,5,1.43,245.0,aFilm,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,2B-A12,0.5,3.5,0.7,5,1.43,245.0,aFilm,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,4A-A12,0.5,3.5,0.7,5,1.43,245.0,aFilm,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,4B-A12,0.5,3.5,0.7,5,1.43,245.0,aFilm,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,1A-A3,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,1B-A3,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,3A-A3,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,3B-A3,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,1A-A6,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,5.5,0.18,0.0,0.0,,0.03,6.13,0.0,0.09,6.52,0.003,3.0,0.54,0.06,A3,ESM018
P740 ESM,plate1,1B-A6,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,5.5,0.18,0.0,0.0,,0.03,6.27,0.0,0.09,6.66,0.003,3.0,0.55,0.06,A3,ESM018
P740 ESM,plate1,3A-A6,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,3B-A6,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,1A-A9,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,6.5,0.56,0.0,0.03,,0.1,19.0,0.01,0.28,20.2,0.01,10.0,1.68,0.2,A3,ESM018
P740 ESM,plate1,1B-A9,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,6.5,0.64,0.0,0.04,,0.12,21.85,0.01,0.32,23.23,0.012,12.0,1.93,0.24,A3,ESM018
P740 ESM,plate1,3A-A9,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,3B-A9,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,6.5,0.8,0.21,0.05,,0.14,27.03,0.01,0.39,28.74,0.014000000000000002,14.000000000000002,2.39,0.29,A3,ESM018
P740 ESM,plate1,1A-A12,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,7.5,1.71,0.48,0.12,,0.31,58.06,0.03,0.85,61.73,0.031,31.0,5.13,0.63,A3,ESM018
P740 ESM,plate1,1B-A12,0.5,3.5,0.7,5,1.43,245.0,cryPow,40,7.5,1.6,0.43,0.09,,0.29,54.06,0.02,0.79,57.48,0.028999999999999998,28.999999999999996,4.77,0.59,A3,ESM018
P740 ESM,plate1,3A-A12,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,3B-A12,0.5,3.5,0.7,5,1.43,245.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A3,ESM018
P740 ESM,plate1,2A-G2,0.5,3.5,0.7,5,1.43,247.0,aFilm,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,2B-G2,0.5,3.5,0.7,5,1.43,247.0,aFilm,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,4A-G2,0.5,3.5,0.7,5,1.43,247.0,aFilm,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,4B-G2,0.5,3.5,0.7,5,1.43,247.0,aFilm,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,2A-G5,0.5,3.5,0.7,5,1.43,247.0,aFilm,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,2B-G5,0.5,3.5,0.7,5,1.43,247.0,aFilm,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,4A-G5,0.5,3.5,0.7,5,1.43,247.0,aFilm,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,4B-G5,0.5,3.5,0.7,5,1.43,247.0,aFilm,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,2A-G8,0.5,3.5,0.7,5,1.43,247.0,aFilm,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,2B-G8,0.5,3.5,0.7,5,1.43,247.0,aFilm,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,4A-G8,0.5,3.5,0.7,5,1.43,247.0,aFilm,60,6.5,0.0,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,4B-G8,0.5,3.5,0.7,5,1.43,247.0,aFilm,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,2A-G11,0.5,3.5,0.7,5,1.43,247.0,aFilm,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,2B-G11,0.5,3.5,0.7,5,1.43,247.0,aFilm,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,4A-G11,0.5,3.5,0.7,5,1.43,247.0,aFilm,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,4B-G11,0.5,3.5,0.7,5,1.43,247.0,aFilm,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,1A-G2,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,4.5,0.0,0.0,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,1B-G2,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,3A-G2,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,3B-G2,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,1A-G5,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,5.5,0.27,0.0,0.0,,0.05,9.21,0.0,0.13,9.8,0.005,5.0,0.81,0.1,D3,ESM021
P740 ESM,plate1,1B-G5,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,5.5,0.23,0.0,0.0,,0.04,7.79,0.0,0.11,8.28,0.004,4.0,0.69,0.08,D3,ESM021
P740 ESM,plate1,3A-G5,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,3B-G5,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,1A-G8,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,6.5,0.49,0.0,0.06,,0.09,16.53,0.01,0.24,17.57,0.009,9.0,1.46,0.18,D3,ESM021
P740 ESM,plate1,1B-G8,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,6.5,0.5,0.0,0.04,,0.09,17.0,0.01,0.25,18.08,0.009,9.0,1.5,0.18,D3,ESM021
P740 ESM,plate1,3A-G8,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,3B-G8,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,1A-G11,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,7.5,0.46,0.0,0.04,,0.08,15.68,0.01,0.23,16.67,0.008,8.0,1.39,0.16,D3,ESM021
P740 ESM,plate1,1B-G11,0.5,3.5,0.7,5,1.43,247.0,cryPow,40,7.5,0.53,0.0,0.04,,0.1,18.05,0.01,0.26,19.2,0.01,10.0,1.59,0.2,D3,ESM021
P740 ESM,plate1,3A-G11,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,3B-G11,0.5,3.5,0.7,5,1.43,247.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D3,ESM021
P740 ESM,plate1,5A-B3,0.5,3.5,0.7,5,1.43,251.0,cryPow,40,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3,ESM023
P740 ESM,plate1,6A-B3,0.5,3.5,0.7,5,1.43,251.0,cryPow,60,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3,ESM023
P740 ESM,plate1,5A-B6,0.5,3.5,0.7,5,1.43,251.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F3,ESM023
