dilution,mM_product,ug_per_mL_product_avgTPAMHET,mg_TPAeq,percent_depolymerization,mM_product_per_mg_enzyme,mmol_product_per_mg_enzyme,umol_product_per_mg_enzyme,mg_TPAeq_per_mg_enzyme,nmol_product_per_nM_enzyme,source_well,sample_id
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,1.19,223.14,0.1,3.26,237.24,0.119,119,19.71,1.64,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP018
,0.18,34.35,0.02,0.5,36.52,0.018,18,3.03,0.25,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP018
,0,0,0,0,0,0,0,0,0,blank,blank
,0.5,94.09,0.04,1.37,100.03,0.05,50,8.31,0.69,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP018
,0,0,0,0,0,0,0,0,0,blank,blank
,0.98,183.76,0.08,2.68,195.37,0.098,98,16.23,1.35,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP018
,0,0,0,0,0,0,0,0,0,A7,TEP050
,0,0,0,0,0,0,0,0,0,A7,TEP050
,0,0,0,0,0,0,0,0,0,C1,TEP003
,0.03,6.03,0,0.09,6.41,0.003,3,0.53,0.07,C12,TEP092
,0,0,0,0,0,0,0,0,0,C1,TEP003
,0.05,10.26,0,0.15,10.91,0.005,5,0.91,0.11,C12,TEP092
,0,0,0,0,0,0,0,0,0,A7,TEP050
,0,0,0,0,0,0,0,0,0,C1,TEP003
,0.1,18.66,0.01,0.27,19.84,0.01,10,1.65,0.22,C12,TEP092
,0,0,0,0,0,0,0,0,0,A7,TEP050
,0,0,0,0,0,0,0,0,0,C1,TEP003
,0.08,14.4,0.01,0.21,15.31,0.008,8,1.27,0.18,C12,TEP092
,0.04,6.98,0,0.1,7.42,0.004,4,0.62,0.06,D1,TEP004
,0.69,129.91,0.06,1.9,138.12,0.069,69,11.47,1.1,D1,TEP004
,0,0,0,0,0,0,0,0,0,D3,TEP021
,0,0,0,0,0,0,0,0,0,D5,TEP037
,0,0,0,0,0,0,0,0,0,D3,TEP021
,0,0,0,0,0,0,0,0,0,D5,TEP037
,0.33,61.95,0.03,0.9,65.87,0.033,33,5.47,0.53,D1,TEP004
,0,0,0,0,0,0,0,0,0,D3,TEP021
,0.05,9.32,0,0.14,9.9,0.005,5,0.82,0.07,D5,TEP037
,0.62,116.29,0.05,1.7,123.64,0.062,62,10.27,0.99,D1,TEP004
,0,0,0,0,0,0,0,0,0,D3,TEP021
,0,0,0,0,0,0,0,0,0,D5,TEP037
,0.04,7.21,0,0.11,7.67,0.004,4,0.64,0.08,D12,TEP093
,0.28,52.98,0.02,0.77,56.32,0.028,28,4.68,0.57,D12,TEP093
,0,0,0,0,0,0,0,0,0,E8,TEP062
,0,0,0,0,0,0,0,0,0,H6,TEP049
,0,0,0,0,0,0,0,0,0,E8,TEP062
,0,0,0,0,0,0,0,0,0,H6,TEP049
,0.12,22.42,0.01,0.33,23.84,0.012,12,1.98,0.24,D12,TEP093
,0,0,0,0,0,0,0,0,0,E8,TEP062
,0,0,0,0,0,0,0,0,0,H6,TEP049
,0.31,58.67,0.03,0.86,62.38,0.031,31,5.18,0.63,D12,TEP093
,0,0,0,0,0,0,0,0,0,E8,TEP062
,0,0,0,0,0,0,0,0,0,H6,TEP049
,0,0,0,0,0,0,0,0,0,H9,TEP073
,0,0,0,0,0,0,0,0,0,H9,TEP073
,0,0,0,0,0,0,0,0,0,H11,TEP089
,0,0,0,0,0,0,0,0,0,H11,TEP089
,0,0,0,0,0,0,0,0,0,H9,TEP073
,0,0,0,0,0,0,0,0,0,H11,TEP089
,0,0,0,0,0,0,0,0,0,H9,TEP073
,0,0,0,0,0,0,0,0,0,H11,TEP089
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,2.93,551.77,0.24,8.05,586.63,0.293,293,48.73,4.05,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP018
,0.62,116.29,0.05,1.7,123.64,0.062,62,10.27,0.86,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP018
,0,0,0,0,0,0,0,0,0,blank,blank
,1.2,224.85,0.1,3.28,239.06,0.12,120,19.86,1.66,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP018
,0,0,0,0,0,0,0,0,0,blank,blank
,2.49,468.85,0.21,6.84,498.47,0.249,249,41.41,3.44,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP018
,0,0,0,0,0,0,0,0,0,A7,TEP050
,0,0,0,0,0,0,0,0,0,A7,TEP050
,0,0,0,0,0,0,0,0,0,C1,TEP003
,0,0,0,0,0,0,0,0,0,C12,TEP092
,0,0,0,0,0,0,0,0,0,C1,TEP003
,0,0,0,0,0,0,0,0,0,C12,TEP092
,0,0,0,0,0,0,0,0,0,A7,TEP050
,0,0,0,0,0,0,0,0,0,C1,TEP003
,0,0,0,0,0,0,0,0,0,C12,TEP092
,0,0,0,0,0,0,0,0,0,A7,TEP050
,0,0,0,0,0,0,0,0,0,C1,TEP003
,0,0,0,0,0,0,0,0,0,C12,TEP092
,0,0,0,0,0,0,0,0,0,D1,TEP004
,0.82,154.69,0.07,2.26,164.46,0.082,82,13.66,1.31,D1,TEP004
,0,0,0,0,0,0,0,0,0,D3,TEP021
,0,0,0,0,0,0,0,0,0,D5,TEP037
,0,0,0,0,0,0,0,0,0,D3,TEP021
,0,0,0,0,0,0,0,0,0,D5,TEP037
,0.14,26.42,0.01,0.39,28.09,0.014,14,2.33,0.22,D1,TEP004
,0,0,0,0,0,0,0,0,0,D3,TEP021
,0,0,0,0,0,0,0,0,0,D5,TEP037
,0.76,143.65,0.06,2.1,152.72,0.076,76,12.69,1.21,D1,TEP004
,0,0,0,0,0,0,0,0,0,D3,TEP021
,0,0,0,0,0,0,0,0,0,D5,TEP037
,0,0,0,0,0,0,0,0,0,D12,TEP093
,0.07,12.74,0.01,0.19,13.54,0.007,7,1.12,0.14,D12,TEP093
,0,0,0,0,0,0,0,0,0,E8,TEP062
,0,0,0,0,0,0,0,0,0,H6,TEP049
,0,0,0,0,0,0,0,0,0,E8,TEP062
,0,0,0,0,0,0,0,0,0,H6,TEP049
,0.04,7.89,0,0.12,8.39,0.004,4,0.7,0.08,D12,TEP093
,0,0,0,0,0,0,0,0,0,E8,TEP062
,0,0,0,0,0,0,0,0,0,H6,TEP049
,0.07,13.58,0.01,0.2,14.44,0.007,7,1.2,0.14,D12,TEP093
,0,0,0,0,0,0,0,0,0,E8,TEP062
,0,0,0,0,0,0,0,0,0,H6,TEP049
,0,0,0,0,0,0,0,0,0,H9,TEP073
,0,0,0,0,0,0,0,0,0,H9,TEP073
,0,0,0,0,0,0,0,0,0,H11,TEP089
,0,0,0,0,0,0,0,0,0,H11,TEP089
,0,0,0,0,0,0,0,0,0,H9,TEP073
,0,0,0,0,0,0,0,0,0,H11,TEP089
,0,0,0,0,0,0,0,0,0,H9,TEP073
,0,0,0,0,0,0,0,0,0,H11,TEP089
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,1.68,315.39,0.14,4.6,335.31,0.168,168,27.85,2.32,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,B5,TEP035
,0.24,45.09,0.02,0.66,47.93,0.024,24,3.98,0.33,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,B5,TEP035
,0,0,0,0,0,0,0,0,0,blank,blank
,0.68,128.68,0.06,1.88,136.81,0.068,68,11.36,0.94,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,B5,TEP035
,0,0,0,0,0,0,0,0,0,blank,blank
,1.29,242.4,0.11,3.54,257.71,0.129,129,21.41,1.78,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,B5,TEP035
,0.05,10.26,0,0.15,10.91,0.005,5,0.91,0.07,B9,TEP067
,0,0,0,0,0,0,0,0,0,B9,TEP067
,0.17,31.4,0.01,0.46,33.38,0.017,17,2.77,0.23,B12,TEP091
,0,0,0,0,0,0,0,0,0,C2,TEP011
,0,0,0,0,0,0,0,0,0,B12,TEP091
,0,0,0,0,0,0,0,0,0,C2,TEP011
,0.12,22.56,0.01,0.33,23.98,0.012,12,1.99,0.18,B9,TEP067
,0.05,9.55,0,0.14,10.16,0.005,5,0.84,0.07,B12,TEP091
,0,0,0,0,0,0,0,0,0,C2,TEP011
,0.14,26.9,0.01,0.39,28.59,0.014,14,2.38,0.21,B9,TEP067
,0.1,18.53,0.01,0.27,19.7,0.01,10,1.64,0.14,B12,TEP091
,0,0,0,0,0,0,0,0,0,C2,TEP011
,0,0,0,0,0,0,0,0,0,E5,TEP038
,0,0,0,0,0,0,0,0,0,E5,TEP038
,0,0,0,0,0,0,0,0,0,F5,TEP039
,0,0,0,0,0,0,0,0,0,H10,TEP081
,0,0,0,0,0,0,0,0,0,F5,TEP039
,0,0,0,0,0,0,0,0,0,H10,TEP081
,0,0,0,0,0,0,0,0,0,E5,TEP038
,0,0,0,0,0,0,0,0,0,F5,TEP039
,0,0,0,0,0,0,0,0,0,H10,TEP081
,0,0,0,0,0,0,0,0,0,E5,TEP038
,0,0,0,0,0,0,0,0,0,F5,TEP039
,0,0,0,0,0,0,0,0,0,H10,TEP081
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,1.3,243.62,0.11,3.56,259.02,0.13,130,21.52,1.8,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.15,28.45,0.01,0.42,30.25,0.015,15,2.51,0.21,LCC-ICCG,LCC-ICCG
,0.07,13.35,0.01,0.19,14.19,0.007,7,1.18,0.14,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,0.42,79.49,0.04,1.16,84.51,0.042,42,7.02,0.58,LCC-ICCG,LCC-ICCG
,0.12,21.95,0.01,0.32,23.34,0.012,12,1.94,0.24,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,0.86,161.19,0.07,2.35,171.37,0.086,86,14.24,1.19,LCC-ICCG,LCC-ICCG
,0.22,41.09,0.02,0.6,43.68,0.022,22,3.63,0.43,A3,TEP114
,0.05,8.84,0,0.13,9.4,0.005,5,0.78,0.1,A9,TEP165
,0.59,111.51,0.05,1.63,118.55,0.059,59,9.85,1.19,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0.05,8.6,0,0.13,9.15,0.005,5,0.76,0.11,A11,TEP181
,0.11,20.05,0.01,0.29,21.32,0.011,11,1.77,0.22,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0.12,22.19,0.01,0.32,23.59,0.012,12,1.96,0.26,A11,TEP181
,0.5,93.23,0.04,1.36,99.12,0.05,50,8.23,1.01,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0.1,18.77,0.01,0.27,19.95,0.01,10,1.66,0.22,A11,TEP181
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.06,10.64,0,0.16,11.31,0.006,6,0.94,0.12,B5,TEP131
,0.16,30.93,0.01,0.45,32.88,0.016,16,2.73,0.22,B11,TEP182
,0.26,48.4,0.02,0.71,51.46,0.026,26,4.27,0.37,D1,TEP101
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.06,10.87,0,0.16,11.56,0.006,6,0.96,0.08,B11,TEP182
,0.1,18.53,0.01,0.27,19.7,0.01,10,1.64,0.14,D1,TEP101
,0.04,6.74,0,0.1,7.17,0.004,4,0.6,0.08,B5,TEP131
,0.11,21.61,0.01,0.32,22.98,0.011,11,1.91,0.15,B11,TEP182
,0.19,35.77,0.02,0.52,38.03,0.019,19,3.16,0.27,D1,TEP101
,0.28,51.93,0.02,0.76,55.21,0.028,28,4.59,0.39,D2,TEP109
,0.63,118.38,0.05,1.73,125.86,0.063,63,10.45,0.88,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0.04,8.27,0,0.12,8.79,0.004,4,0.73,0.09,D9,TEP168
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0.04,8.03,0,0.12,8.54,0.004,4,0.71,0.09,D9,TEP168
,0.44,82.43,0.04,1.2,87.64,0.044,44,7.28,0.61,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0.09,16.06,0.01,0.23,17.07,0.009,9,1.42,0.2,D9,TEP168
,0.72,135.06,0.06,1.97,143.59,0.072,72,11.93,1,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0.08,15.58,0.01,0.23,16.57,0.008,8,1.38,0.18,D9,TEP168
,0.06,11.31,0,0.17,12.03,0.006,6,1,0.13,E1,TEP102
,0.25,46.27,0.02,0.68,49.19,0.025,25,4.09,0.53,E1,TEP102
,0.03,6.37,0,0.09,6.77,0.003,3,0.56,0.04,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0.05,9.69,0,0.14,10.3,0.005,5,0.86,0.07,E12,TEP194
,0.14,26.9,0.01,0.39,28.59,0.014,14,2.38,0.3,F2,TEP111
,0.15,27.61,0.01,0.4,29.35,0.015,15,2.44,0.32,E1,TEP102
,0.09,16.29,0.01,0.24,17.32,0.009,9,1.44,0.13,E12,TEP194
,0.17,31.26,0.01,0.46,33.24,0.017,17,2.76,0.37,F2,TEP111
,0.25,46.85,0.02,0.68,49.81,0.025,25,4.14,0.53,E1,TEP102
,0.07,13.35,0.01,0.19,14.19,0.007,7,1.18,0.1,E12,TEP194
,0.09,16.63,0.01,0.24,17.68,0.009,9,1.47,0.19,F2,TEP111
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0.6,112.86,0.05,1.65,119.99,0.06,60,9.97,0.84,H1,TEP105
,0.16,30.79,0.01,0.45,32.74,0.016,16,2.72,0.22,H1,TEP105
,0.46,86.73,0.04,1.27,92.21,0.046,46,7.66,0.65,H1,TEP105
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,1.48,278.71,0.12,4.07,296.32,0.148,148,24.61,2.04,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.16,29.74,0.01,0.43,31.62,0.016,16,2.63,0.22,LCC-ICCG,LCC-ICCG
,0.07,12.74,0.01,0.19,13.54,0.007,7,1.12,0.14,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,0.47,88.08,0.04,1.29,93.64,0.047,47,7.78,0.65,LCC-ICCG,LCC-ICCG
,0.13,24.32,0.01,0.35,25.86,0.013,13,2.15,0.25,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,1.11,209.03,0.09,3.05,222.24,0.111,111,18.46,1.53,LCC-ICCG,LCC-ICCG
,0.27,50.98,0.02,0.74,54.2,0.027,27,4.5,0.53,A3,TEP114
,0.04,8.03,0,0.12,8.54,0.004,4,0.71,0.08,A9,TEP165
,0.75,141.44,0.06,2.06,150.37,0.075,75,12.49,1.51,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0.04,8.13,0,0.12,8.64,0.004,4,0.72,0.09,A11,TEP181
,0.11,20.9,0.01,0.31,22.22,0.011,11,1.85,0.22,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0.13,24.32,0.01,0.35,25.86,0.013,13,2.15,0.28,A11,TEP181
,0.54,102.18,0.05,1.49,108.64,0.054,54,9.02,1.09,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0.12,23.37,0.01,0.34,24.85,0.012,12,2.06,0.26,A11,TEP181
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.07,12.74,0.01,0.19,13.54,0.007,7,1.12,0.14,B5,TEP131
,0.19,35.3,0.02,0.52,37.53,0.019,19,3.12,0.26,B11,TEP182
,0.22,41.33,0.02,0.6,43.94,0.022,22,3.65,0.31,D1,TEP101
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.06,10.87,0,0.16,11.56,0.006,6,0.96,0.08,B11,TEP182
,0.08,14.53,0.01,0.21,15.45,0.008,8,1.28,0.11,D1,TEP101
,0.04,7.79,0,0.11,8.28,0.004,4,0.69,0.08,B5,TEP131
,0.11,21.14,0.01,0.31,22.47,0.011,11,1.87,0.15,B11,TEP182
,0.18,34.35,0.02,0.5,36.52,0.018,18,3.03,0.26,D1,TEP101
,0.29,53.69,0.02,0.78,57.08,0.029,29,4.74,0.4,D2,TEP109
,0.68,128.68,0.06,1.88,136.81,0.068,68,11.36,0.94,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0.05,10.03,0,0.15,10.66,0.005,5,0.89,0.11,D9,TEP168
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0.04,7.89,0,0.12,8.39,0.004,4,0.7,0.09,D9,TEP168
,0.42,79.12,0.03,1.15,84.12,0.042,42,6.99,0.58,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0.09,16.39,0.01,0.24,17.43,0.009,9,1.45,0.2,D9,TEP168
,0.62,115.8,0.05,1.69,123.12,0.062,62,10.23,0.86,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0.1,18.29,0.01,0.27,19.45,0.01,10,1.62,0.22,D9,TEP168
,0.05,10.26,0,0.15,10.91,0.005,5,0.91,0.11,E1,TEP102
,0.27,51.59,0.02,0.75,54.85,0.027,27,4.56,0.57,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0.17,31.64,0.01,0.46,33.64,0.017,17,2.79,0.37,F2,TEP111
,0.05,9.32,0,0.14,9.9,0.005,5,0.82,0.07,E12,TEP194
,0.12,23,0.01,0.34,24.45,0.012,12,2.03,0.26,F2,TEP111
,0.11,21.14,0.01,0.31,22.47,0.011,11,1.87,0.23,E1,TEP102
,0.08,15.82,0.01,0.23,16.82,0.008,8,1.4,0.11,E12,TEP194
,0.17,31.16,0.01,0.45,33.13,0.017,17,2.75,0.37,F2,TEP111
,0.26,49.56,0.02,0.72,52.69,0.026,26,4.38,0.55,E1,TEP102
,0.07,13.11,0.01,0.19,13.94,0.007,7,1.16,0.1,E12,TEP194
,0.22,40.72,0.02,0.59,43.29,0.022,22,3.6,0.48,F2,TEP111
,0,0,0,0,0,0,0,0,0,H1,TEP105
,0.59,110.65,0.05,1.62,117.64,0.059,59,9.77,0.83,H1,TEP105
,0.15,29.03,0.01,0.42,30.86,0.015,15,2.56,0.21,H1,TEP105
,0.47,89.3,0.04,1.3,94.95,0.047,47,7.89,0.66,H1,TEP105
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,2.73,512.88,0.23,7.49,545.29,0.273,273,45.29,3.77,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.57,106.48,0.05,1.55,113.21,0.057,57,9.4,0.79,LCC-ICCG,LCC-ICCG
,0.05,10.16,0,0.15,10.8,0.005,5,0.9,0.1,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,1.12,211.12,0.09,3.08,224.45,0.112,112,18.64,1.55,LCC-ICCG,LCC-ICCG
,0.08,14.29,0.01,0.21,15.2,0.008,8,1.26,0.16,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,2.33,438.06,0.19,6.39,465.73,0.233,233,38.69,3.22,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.12,22.76,0.01,0.33,24.2,0.012,12,2.01,0.24,A9,TEP165
,0.47,88.08,0.04,1.29,93.64,0.047,47,7.78,0.95,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0.25,46.98,0.02,0.69,49.95,0.025,25,4.15,0.5,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0.47,88.94,0.04,1.3,94.55,0.047,47,7.85,0.95,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.15,28.93,0.01,0.42,30.76,0.015,15,2.55,0.21,B11,TEP182
,0.08,14.29,0.01,0.21,15.2,0.008,8,1.26,0.11,D1,TEP101
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.04,8.03,0,0.12,8.54,0.004,4,0.71,0.06,B11,TEP182
,0.03,6.27,0,0.09,6.66,0.003,3,0.55,0.04,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.12,23,0.01,0.34,24.45,0.012,12,2.03,0.17,B11,TEP182
,0.07,13.92,0.01,0.2,14.8,0.007,7,1.23,0.1,D1,TEP101
,0.14,27.27,0.01,0.4,28.99,0.014,14,2.41,0.19,D2,TEP109
,0.06,10.4,0,0.15,11.06,0.006,6,0.92,0.08,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0.48,90.65,0.04,1.32,96.38,0.048,48,8.01,0.67,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0.26,49.45,0.02,0.72,52.58,0.026,26,4.37,0.36,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0.04,8.27,0,0.12,8.79,0.004,4,0.73,0.06,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0.07,12.5,0.01,0.18,13.29,0.007,7,1.1,0.1,E12,TEP194
,0.05,9.21,0,0.13,9.8,0.005,5,0.81,0.11,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0.04,7.32,0,0.11,7.78,0.004,4,0.65,0.06,E12,TEP194
,0.05,8.6,0,0.13,9.15,0.005,5,0.76,0.11,F2,TEP111
,0,0,0,0,0,0,0,0,0,H1,TEP105
,1.09,204.37,0.09,2.98,217.28,0.109,109,18.05,1.53,H1,TEP105
,0.1,19.34,0.01,0.28,20.56,0.01,10,1.71,0.14,H1,TEP105
,1.02,191.49,0.08,2.79,203.59,0.102,102,16.91,1.43,H1,TEP105
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,3.21,604.4,0.27,8.82,642.58,0.321,321,53.38,4.43,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A3,TEP114
,0.65,122.3,0.05,1.79,130.03,0.065,65,10.8,0.9,LCC-ICCG,LCC-ICCG
,0.07,12.26,0.01,0.18,13.04,0.007,7,1.08,0.14,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,1.42,267.18,0.12,3.9,284.06,0.142,142,23.6,1.96,LCC-ICCG,LCC-ICCG
,0.1,19.71,0.01,0.29,20.96,0.01,10,1.74,0.2,A3,TEP114
,0,0,0,0,0,0,0,0,0,blank,blank
,2.55,479.15,0.21,6.99,509.42,0.255,255,42.32,3.52,LCC-ICCG,LCC-ICCG
,0.03,6.03,0,0.09,6.41,0.003,3,0.53,0.06,A3,TEP114
,0.12,22.56,0.01,0.33,23.98,0.012,12,1.99,0.24,A9,TEP165
,0.44,82.43,0.04,1.2,87.64,0.044,44,7.28,0.89,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0.25,47.08,0.02,0.69,50.06,0.025,25,4.16,0.5,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0.45,84.64,0.04,1.24,89.99,0.045,45,7.48,0.91,A9,TEP165
,0,0,0,0,0,0,0,0,0,A10,TEP173
,0,0,0,0,0,0,0,0,0,A11,TEP181
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.16,29.88,0.01,0.44,31.76,0.016,16,2.64,0.22,B11,TEP182
,0.07,12.4,0.01,0.18,13.18,0.007,7,1.09,0.1,D1,TEP101
,0,0,0,0,0,0,0,0,0,B11,TEP182
,0,0,0,0,0,0,0,0,0,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.04,8.27,0,0.12,8.79,0.004,4,0.73,0.06,B11,TEP182
,0.03,6.13,0,0.09,6.52,0.003,3,0.54,0.04,D1,TEP101
,0,0,0,0,0,0,0,0,0,B5,TEP131
,0.13,23.71,0.01,0.35,25.21,0.013,13,2.09,0.18,B11,TEP182
,0.08,15.58,0.01,0.23,16.57,0.008,8,1.38,0.11,D1,TEP101
,0.11,20.29,0.01,0.3,21.57,0.011,11,1.79,0.15,D2,TEP109
,0.05,9.55,0,0.14,10.16,0.005,5,0.84,0.07,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0.46,86.36,0.04,1.26,91.82,0.046,46,7.63,0.64,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0.2,37.53,0.02,0.55,39.9,0.02,20,3.31,0.28,D2,TEP109
,0,0,0,0,0,0,0,0,0,D3,TEP117
,0,0,0,0,0,0,0,0,0,D9,TEP168
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0,0,0,0,0,0,0,0,0,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0.03,5.89,0,0.09,6.27,0.003,3,0.52,0.04,E12,TEP194
,0,0,0,0,0,0,0,0,0,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0.07,12.5,0.01,0.18,13.29,0.007,7,1.1,0.1,E12,TEP194
,0.05,9.79,0,0.14,10.41,0.005,5,0.86,0.11,F2,TEP111
,0,0,0,0,0,0,0,0,0,E1,TEP102
,0.03,6.13,0,0.09,6.52,0.003,3,0.54,0.04,E12,TEP194
,0.04,7.55,0,0.11,8.03,0.004,4,0.67,0.09,F2,TEP111
,0,0,0,0,0,0,0,0,0,H1,TEP105
