dilution,mM_product,ug_per_mL_product_avgTPAMHET,mg_TPAeq,percent_depolymerization,mM_product_per_mg_enzyme,mmol_product_per_mg_enzyme,umol_product_per_mg_enzyme,mg_TPAeq_per_mg_enzyme,nmol_product_per_nM_enzyme,source_well,sample_id
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0.52,98.75,0.04,1.44,104.99,0.052,52,8.72,1.05,D2,TEP013
,0.15,28.56,0.01,0.42,30.36,0.015,15,2.52,0.31,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0.06,11.55,0.01,0.17,12.28,0.006,6,1.02,0.12,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0.28,52.06,0.02,0.76,55.35,0.028,28,4.6,0.56,D2,TEP013
,0.18,34.45,0.02,0.5,36.63,0.018,18,3.04,0.37,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.05,9.55,0,0.14,10.16,0.005,5,0.84,0.07,E2,TEP014
,0.2,37.87,0.02,0.55,40.26,0.02,20,3.34,0.44,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0.17,32.35,0.01,0.47,34.39,0.017,17,2.86,0.38,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.26,48.17,0.02,0.7,51.21,0.026,26,4.25,0.58,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0.03,6.5,0,0.09,6.91,0.003,3,0.57,0.04,E2,TEP014
,0.35,66.24,0.03,0.97,70.43,0.035,35,5.85,0.77,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0.15,27.51,0.01,0.4,29.24,0.015,15,2.43,0.32,G3,TEP024
,0.36,67.04,0.03,0.98,71.27,0.036,36,5.92,0.98,G10,TEP080
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0.05,8.98,0,0.13,9.54,0.005,5,0.79,0.11,G3,TEP024
,0.04,8.13,0,0.12,8.64,0.004,4,0.72,0.11,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0.13,24.8,0.01,0.36,26.36,0.013,13,2.19,0.27,G3,TEP024
,0.24,45.09,0.02,0.66,47.93,0.024,24,3.98,0.66,G10,TEP080
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0.32,60.67,0.03,0.89,64.5,0.032,32,5.36,0.68,H12,TEP097
,0.08,15.92,0.01,0.23,16.93,0.008,8,1.41,0.17,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0.14,26.56,0.01,0.39,28.23,0.014,14,2.35,0.3,H12,TEP097
,0.03,6.27,0,0.09,6.66,0.003,3,0.55,0.04,H5,TEP041
,0.26,48.74,0.02,0.71,51.82,0.026,26,4.3,0.55,H12,TEP097
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,2.33,438.55,0.19,6.4,466.25,0.233,233,38.73,3.22,LCC-ICCG,LCC-ICCG
,0.03,5.89,0,0.09,6.27,0.003,3,0.52,0.07,A11,TEP082
,0.47,87.59,0.04,1.28,93.12,0.047,47,7.74,0.65,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,0.93,175.3,0.08,2.56,186.37,0.093,93,15.48,1.28,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,1.82,341.51,0.15,4.98,363.09,0.182,182,30.16,2.51,LCC-ICCG,LCC-ICCG
,0.05,8.5,0,0.12,9.04,0.005,5,0.75,0.11,A11,TEP082
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0.05,9.55,0,0.14,10.16,0.005,5,0.84,0.11,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0.04,7.32,0,0.11,7.78,0.004,4,0.65,0.09,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0.09,16.77,0.01,0.24,17.83,0.009,9,1.48,0.18,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0.05,8.5,0,0.12,9.04,0.005,5,0.75,0.1,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.06,11.11,0,0.16,11.81,0.006,6,0.98,0.13,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.06,11.45,0.01,0.17,12.17,0.006,6,1.01,0.13,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.36,66.93,0.03,0.98,71.16,0.036,36,5.91,0.98,G10,TEP080
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.06,12.02,0.01,0.18,12.78,0.006,6,1.06,0.16,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.26,48.98,0.02,0.71,52.08,0.026,26,4.33,0.71,G10,TEP080
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0.04,6.84,0,0.1,7.27,0.004,4,0.6,0.08,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0.04,7.45,0,0.11,7.92,0.004,4,0.66,0.08,H12,TEP097
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,3.16,594.95,0.26,8.68,632.54,0.316,316,52.54,4.36,LCC-ICCG,LCC-ICCG
,0.04,7.32,0,0.11,7.78,0.004,4,0.65,0.09,A11,TEP082
,0.59,110.65,0.05,1.62,117.64,0.059,59,9.77,0.81,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,1.21,227.8,0.1,3.32,242.19,0.121,121,20.12,1.67,LCC-ICCG,LCC-ICCG
,0.04,7.55,0,0.11,8.03,0.004,4,0.67,0.09,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,2.25,422.35,0.19,6.16,449.04,0.225,225,37.3,3.11,LCC-ICCG,LCC-ICCG
,0.07,12.4,0.01,0.18,13.18,0.007,7,1.09,0.15,A11,TEP082
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0.04,7.45,0,0.11,7.92,0.004,4,0.66,0.09,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0.07,13.35,0.01,0.19,14.19,0.007,7,1.18,0.15,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0.06,11.11,0,0.16,11.81,0.006,6,0.98,0.13,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0.11,19.82,0.01,0.29,21.07,0.011,11,1.75,0.22,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0.07,12.74,0.01,0.19,13.54,0.007,7,1.12,0.14,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.03,6.27,0,0.09,6.66,0.003,3,0.55,0.07,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0.04,6.84,0,0.1,7.27,0.004,4,0.6,0.09,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.08,15.92,0.01,0.23,16.93,0.008,8,1.41,0.18,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.09,17.24,0.01,0.25,18.33,0.009,9,1.52,0.2,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.47,88.08,0.04,1.29,93.64,0.047,47,7.78,1.28,G10,TEP080
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.1,19.71,0.01,0.29,20.96,0.01,10,1.74,0.27,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.32,59.38,0.03,0.87,63.13,0.032,32,5.24,0.87,G10,TEP080
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0.04,7.45,0,0.11,7.92,0.004,4,0.66,0.08,H12,TEP097
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0.05,9.32,0,0.14,9.9,0.005,5,0.82,0.11,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0.05,10.16,0,0.15,10.8,0.005,5,0.9,0.11,H12,TEP097
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,0.48,90.16,0.04,1.32,95.86,0.048,48,7.96,0.66,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0.06,12.02,0.01,0.18,12.78,0.006,6,1.06,0.08,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,0.14,25.51,0.01,0.37,27.12,0.014,14,2.25,0.19,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,0.26,48.17,0.02,0.7,51.21,0.026,26,4.25,0.36,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0.03,6.03,0,0.09,6.41,0.003,3,0.53,0.07,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.09,16.29,0.01,0.24,17.32,0.009,9,1.44,0.2,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.09,16.87,0.01,0.25,17.93,0.009,9,1.49,0.2,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.16,29.98,0.01,0.44,31.87,0.016,16,2.65,0.44,G10,TEP080
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.06,10.4,0,0.15,11.06,0.006,6,0.92,0.16,G10,TEP080
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
,0.5,94.95,0.04,1.39,100.95,0.05,50,8.39,0.69,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0.08,14.16,0.01,0.21,15.05,0.008,8,1.25,0.11,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,0.13,23.95,0.01,0.35,25.46,0.013,13,2.11,0.18,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,0.26,49.32,0.02,0.72,52.44,0.026,26,4.36,0.36,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0.03,6.27,0,0.09,6.66,0.003,3,0.55,0.07,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.07,13.68,0.01,0.2,14.55,0.007,7,1.21,0.15,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0.1,18.29,0.01,0.27,19.45,0.01,10,1.62,0.22,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.11,20.05,0.01,0.29,21.32,0.011,11,1.77,0.3,G10,TEP080
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.04,6.98,0,0.1,7.42,0.004,4,0.62,0.11,G10,TEP080
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
4X,12.12,2280.69,1.01,33.29,2424.78,1.212,1212,201.41,16.74,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0.57,106.85,0.05,1.56,113.6,0.057,57,9.44,0.79,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,2.49,468.48,0.21,6.84,498.08,0.249,249,41.37,3.44,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,7.18,1351.09,0.6,19.72,1436.45,0.718,718,119.32,9.92,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.58,108.2,0.05,1.58,115.03,0.058,58,9.56,1.58,G10,TEP080
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.27,50.5,0.02,0.74,53.7,0.027,27,4.46,0.74,G10,TEP080
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,blank,blank
,0,0,0,0,0,0,0,0,0,blank,blank
4X,11.58,2178.13,0.96,31.79,2315.75,1.158,1158,192.36,15.99,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0.58,109.42,0.05,1.6,116.34,0.058,58,9.66,0.8,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,2.75,517.67,0.23,7.56,550.37,0.275,275,45.72,3.8,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,blank,blank
,6.75,1269.88,0.56,18.54,1350.11,0.675,675,112.15,9.32,LCC-ICCG,LCC-ICCG
,0,0,0,0,0,0,0,0,0,A11,TEP082
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,B2,TEP010
,0,0,0,0,0,0,0,0,0,B11,TEP083
,0,0,0,0,0,0,0,0,0,C5,TEP036
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,D2,TEP013
,0,0,0,0,0,0,0,0,0,D4,TEP029
,0,0,0,0,0,0,0,0,0,D8,TEP061
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,E2,TEP014
,0,0,0,0,0,0,0,0,0,E7,TEP054
,0,0,0,0,0,0,0,0,0,E11,TEP086
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.66,123.9,0.05,1.81,131.72,0.066,66,10.94,1.8,G10,TEP080
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0,0,0,0,0,0,0,0,0,G10,TEP080
,0,0,0,0,0,0,0,0,0,F1,TEP006
,0,0,0,0,0,0,0,0,0,G3,TEP024
,0.28,52.16,0.02,0.76,55.46,0.028,28,4.61,0.77,G10,TEP080
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
,0,0,0,0,0,0,0,0,0,H5,TEP041
,0,0,0,0,0,0,0,0,0,H12,TEP097
